label,review
1,这个卷饼的套餐配的很好，没有粥来冲淡一下的话，就又甜又咸又腻
0,"严重超时,咖啡都洒了"
0,买了四次，除了第一次是满意的，第二次还好之外。第三第四次，非常差。第二次我要的重辣没有了，好歹给我打个电话通知一下，换了个口味。第三第四次直接就给换了，而且还不好吃！非常差
0,今天的饭真的是太令我失望了，从来没见过这么烂的外卖，菜花都是至少三天前做好的，根本没法吃，看看就恶心！！！！！！！！！！！！！！！！！！！！！
1,很香，也很好吃～只不过排骨里面的碎骨头有点多。
0,28块钱的皮蛋瘦肉粥，只有几根干巴巴的肉丝，还比不上早上街边两块五一杯的皮蛋瘦肉粥呢，商家居然好意思拿出来卖，人才。
0,"花了一个半小时才送到,肘子卷挺一般的,皮蛋粥也不怎么样,第二天早上还拉肚子了,不会再买了"
0,等了很久，没关系，毕竟还在约定时间内，可是最让我忍不了的是真的很一般，个人口味吧，反正不和我胃口，我属于嘴挑的那种，石锅拌饭？味儿很不对！！薯条？？？嗯！炸的肯定没有肯德基麦当劳好吃！
1,快递员辛苦了，菜品也不错
0,名气大，味道真心一般。薄脆偏油，煎饼还不错。拉面煎饼是创新，另类了，不符合我的口味。土豆丝肉丝卷，我只能说，简直就是灾难啦！
0,换厨师了，完全不是那个味道了，咱家丸子能少搁面吗？
0,要求11点半送到，结果12点半才送到，还都是凉的，理由是下雨…给两分算是给食材和味道点面子
1,肘子蔬菜拌饭里的菜再熟一些就好了~~
0,差评，再也不订你们家的了，店员态度也不好，菜也一般。
1,肉有点少哦~~
0,太慢了，口味对我来说是一般。
1,一个小时送到的，很好吃，但是点了平菇怎么没给
0,我备注要的粥，结果送来的是饮料
0,卷饼的菜和图片上差别太大了…半点黄瓜丝也没有，青椒丝就一根，剩下基本是土豆。淡而无味。再也不买了。
1,很不错的卷饼
0,"颜色重,太油腻,吃不出香味"
1,"终于吃到好吃的鱼香肉丝了,虽然有点慢"
0,傻x外卖，送餐速度跟sh1t一样
0,我一再声明留言不要肥肉烧肉！！！！第几次了？！差评！！！！
0,味道依然很好，送餐等了一个半小时…
0,土匪猪肝不新鲜，其他菜也不好吃
0,凑活吧，随便吃吃，比合利屋好一百倍！
0,豆腐脑都凉了，豆腐上还有一根头发！！！！！
0,等了两个半小时，也是日了狗了
0,米法子形容，，生煎成了包子。。。馄饨汤都洒在了袋子里。。哎，，这。。。这。。太纠结了
1,"第二次买了,挺好的,以后继续"
1,北菇滑鸡饭稍微有些咸
0,送餐员态度非常不好，自己找不到态度也很不好，两份米线一双筷子
0,10点下的单，要求11:45送过来，结果12:45才送到，中间催单两次没反应，打400也打不通。快递小哥很朴实，12点多才拿到饭，然后风风火火爬步行梯到15层送过来，辛苦了，但餐厅做饭也太晚了吧！！！粥和肉卷味道都非常一般，等的快饿死了
0,"送餐速度不错,冷面有点妥了。。"
0,2个半小时，我也是醉了
0,一般吧，有点偏咸口
0,只送来了卷饼但是没送粥，打电话一直占线，最起码打了不下十次了，总算通了又让我打另一个电话，又继续不是占线就没人接，终于打通了才把粥给我补上送来，据我下单已经过去快两个小时了
0,太咸了，太咸了，太咸了，重要的事情说三遍！
0,"饼厚,肉没味儿,用的是柿子椒而不是尖椒"
0,晚到一小时
0,太他妈难吃了，凉的！
0,"说了不要辣的跟没说一样,没法吃要命"
1,谢谢快递哥哥，非常准时，辛苦啦
0,不是鳕鱼，骗子！
0,卷饼有点辣…倒是挺刺激的，蛮好吃～南瓜粥比较一般。送餐实在是慢！上一次就是因为慢取消了，这次还是超慢，而且也没有取餐送餐的状态，让人心里没底，希望改进吧！
1,吃了牛肉，鸡肉和肘子，最后结论还是肘子好吃～
0,本来挺好的星冰乐，都化了，52送到的，送餐员都说超过了半小时，百度外卖系统显示50送到的，神马玩意啊。
0,菜很好，但是送餐时间略长
0,不咋地，还贵！
0,饺子到了都烂了
1,味道不错，价格便宜，量又足
0,面竟然一点辣椒都没有，那还叫面吗，，，，晕死了
1,配送服务很好。味道很正。
0,"在这单之前至少转了三个地方,赶在半价的最后一分钟才送到,还真是准时,再说点的石锅拌饭,就只剩拌饭了,根本没过石锅,建议还是去店里吃吧,很恶心的一次送餐"
0,等了快两个半小时，商家各种不接电话，
0,太慢，等了一个小时
0,大差评，米饭是什么啊，是剩了3天的吗，餐饮行业这么坑，真没人性，直接扔了
1,服务态度好，速度快，值得表扬
0,"香菇鸡肉卷太咸了！！！,皮蛋瘦粥，呵呵，真的很迷你，且皮蛋是皮蛋，肉是肉，米是米。。。。"
1,"有点慢,别的没什么"
0,送的很快，就是不好吃，面里菜太少了，就两小片油菜叶子～
0,饭很好，速度太慢慢慢!
0,量越来越少了。
1,好极了，超值！！
0,真心觉得面不能打包
0,物流跟不上，还乱接单，态度恶劣，没有诚信，东西看着有些发霉，闻着酸味，怕吃完闹肚子，我们以后不会在这订了，真倒霉。
1,北京大雨，还能提前15分钟送到，煎饼豆浆豆腐脑还是温热的，很好，很感动，会继续回购
0,送的这是啥啊，饭是夹生的，汤是温的，太能糊弄人了，这是第一次也是最后一次，这要是在店里，肯定要他给我换啊，这送餐还不是饭点呢。无语的狠啊，擦
1,很好吃，经常订
1,服务态度很好，还帮忙将垃圾带下楼，谢谢那位先生
0,鱿鱼超级难吃
0,很差，时间太短了，不好吃，
1,"非常准确,送餐员一百个赞"
0,速度真的好块也！！
0,一份饭还不够三岁孩子吃呢
1,灰常满意，就是包装漏油了
1,鸡肉有点老，味道不错
0,慢的无言以对
0,说好的不放青椒，还是放了，不过还好我同学吃青椒。
0,肉夹馍没送来，告诉我十分钟内送到，可是二十分钟了还没到
1,"味道不是特别好,黑胡椒加多了"
1,优惠很大，味道不错。
1,京酱肉丝不错，炒合菜粉丝太细，菜太少了
0,配送速度太慢！
0,菜品有点凉，味道还可以
1,送餐姐姐服务特别好，耐心友善，赞赞
1,猪肉堡里的酱流的哪哪都是，除此以外还算满意，以后不点猪肉堡了
0,菜品太难吃，不过送餐人员棒棒哒！
0,又贵又不好吃，送的还慢，一个半小时，真是够了～…
0,双拼还凑合，东坡饭太差劲了，肉都是肥的，米饭少还没蔬菜，早知不订了
0,味道一般，送餐时间太长…………都要长毛了，下次应该不会想再订了
1,百度骑士辛苦！送菜及时！菜很好吃！
0,"烤翅没熟,排骨饭是剩的吧,看着就恶心,没吃,倒了"
0,今天菜太咸，连着定了3天吃，一天比一天难吃。
1,量大味道好，送餐师傅都很好
0,份比较小，而且说发票8月28号送过来到还没送来
0,味道没有传说中好
0,"我去一份,西红柿炖牛腩并不便宜,就那么一点点？,我特么还不如下去吃,靠"
0,"送餐时间太久,都凉了"
1,赶上雨最大的时候，外卖小哥很不容易
0,油特多，菜都是剩的还有点发酸，节省成本也不能这么省吧。。。以后再也不点了。
1,饼还是挺袖珍的，味道不错
1,严寒天，快递哥好辛苦，秒速送达，好温暖，真心谢谢
1,感觉这是最赞的一次外卖
1,百度骑士非常好，赞一个
1,第一次吃宇宙卷饼，好吃~
0,我要的精选米饭，你给我送过来一个空盒？？？你TM在逗我吗？？？？？差差评！！
0,送来时饭菜露出来来了，叫我怎么吃。
0,味道还是好吃，打你是今天送的好慢啊
0,个人感觉很一般，家人都不吃
0,送来的一个菜不是我点的，说没了换个菠菜结果来了一个不知道什么菜。鸡胗也很难吃，辣的很不正常，吃完今天晚上一直在拉肚子。
1,一切都好好，味道也不错，只是点了肘子的送过来两个鸡腿肉的，因为太晚了也不折腾了，只是没吃到肘子的卷饼好遗憾呢，另外南瓜粥也没有改的王老吉…太晚点餐就是不好啊
1,"挺好吃,就是小贵,如果没立减的话"
0,等了两个半小时才到。
0,盖饭洒了，面也洒了成一坨不能吃了，最失败的一次订餐
0,这个饭几乎没有肉，竟然连土豆都很少，根本就是给人吃白米饭，还卖这么贵，根本不能忍。
0,下单开始等了两个小时都没送到。多次打电话催，告知只能等，中间还有一次直接挂我电话，然后就不接。最后打通说可以退款，不知道会不会退。忍不了出去吃完回来才送到！只能当晚饭吃了
0,没以前好吃了
0,送到的时候完全凉透了。。。。
0,饭和丸子是热的，大酱汤冰凉，外卖小哥挺好
1,百度骑士速度好快啊！而且服务态度超级好～～江山城的饭一直很好吃，走了外卖很方便呢！
0,菜超级少！！
1,要是快点就好了
0,送餐太慢，打电话摧态度比我硬
1,送餐员态度很好，虽然晚了，但还是好评
1,还没吃，送了一个小时，速度有点慢
1,"很满意！送餐速度挺快的（毕竟近,马路正对面），菜量没有堂食多。"
1,量少，味道不错，微贵
0,这家的送餐超慢，没有很好的耐性就不要定他家了
0,送的特别慢，还不是百度外卖配送的，打电话过去问怎么看不到配送员电话，人竟然说是在排队过安检，过来了才发现原来不是百度配送的，既然不是百度配送的难道不会直接说声嘛！
0,还可以，就是送的山药卷没给，下次清点清楚再配送吧。
1,好吃！送得很快！不错
0,下单备注马上送出，打客服说11点半才送。订单迟迟不确认，取消订单还要打电话。整体感觉一般，菜没有以前好吃了。
0,东西没问题，连锁快餐谁做味都差不多，范个懒想吃汉堡了。快递太肉了。。。11点下单一个半小时后才到，又不是高峰，有待改进
0,到现在也没有收到。从12点说送一直到现在
0,米饭太少，还4元一份，不是我能吃，实在不像样
0,好多肥肉。。肯定不是肘子肉！
0,汤菜都漏在外面了
1,好吃，很清淡
0,我确实是忘记选择配送时间了，你们商家从来不看买家的备注么，也真是醉了，这就是直接吃片汤了，服气了
0,快递小哥很快，服务态度很好
0,等了90分钟！
1,特别快就送到了…而且特别好吃，包装很漂亮
0,送餐时间太晚了
0,上次比较快，味道不错，没想到这次很慢，下次快点
1,好快啊。不过里面的肥肉让我头都晕。
0,怎么还没到
0,非常不好吃，韭菜的不熟，西葫芦的也怪坏的，而且基本看不到鸡蛋
0,送餐者态度极其不好！！！！
1,服务真是没话说！小伙子继续加油！
0,"辣死了,但是送餐速度好快"
0,"口味很不错,但是卤蛋真的很坑,建议别点"
1,隔三差五儿的就点两杯味道不错！送餐员辛苦啦！
1,送的太快了
0,山楂雪梨，就是梨削皮切碎放点山楂酱！排骨豆角沾卷子有四块排骨，豆角都没熟透一股生豆子味！窝头黄鱼至少是熟透了！总体评价外卖就是糊弄事儿！以后不会再买了
0,好小一个。。。
0,牛肉几片，很明显量超少啊，15大洋不值
0,"跟同事一块订的..她那里！！居然！！！！有钢丝球！我这里居然有黑的糊嘎巴。。。凑合吃了几口那什么银耳梨那汤里也黑了吧唧的不知道怎么回事没喝,送的倒是真快可是,食品卫生质量真的改善改善了,希望得到解决,不过啊"
1,"味道很好,一大份,两三个人吃都够吃"
0,你们家的卷饼是从冰箱里拿出来的么？一个月了没有一次是他妈热乎的
1,菜很好吃，就是炒饭这次给的有点少。
0,退了，呵呵
0,送餐晚到半小时不说，还给弄翻一道菜，菜汤弄的哪都是，真是无语了。
1,非常好，现在每天都喝，下午一杯柠檬绿茶提神醒脑
0,特难吃，菜、酱都特少。送餐超慢！而且还不接电话，
0,"少小菜,少筷子"
0,送餐园挺哼
0,"味道一般了,可能吃腻了"
0,1.我付完款，你们是4:50确认的订单，中间催单三次，7:10你们才送到，等了两个多小时啊，这也就算了，饭菜还全是凉的！！
0,我要的是香草拿铁，但是送来的是拿铁啊…
0,我已经不想骂人了，我只想打人！跟同事一起订的让11点半送到，结果同事的送到了，唯独没有我的！打电话问店里（很难才打通），他们说11点20就送出了，那为什么没有呢？打了好几个电话催，终于在12点30多送到了，这一餐吃得艰辛啊，还害我午休时间都没有了！再评价饭菜吧，米饭不错，是大米饭，软硬适度，但是菜一般，不值，加一起差不多也就值花的这些钱，加上百度给的13块就实在是不值了，不知道是百度被坑了还是我被坑了。三次订餐都很失望，我不会再在百度外卖订餐了，失望至极！
1,非常快非常好
0,"我备注的醋跟辣椒,辣椒又没有,现在辣椒卖的很贵吗？,为什么每次都没有,送的挺快的,牛肉的饺子没什么味道,以后还是点猪肉的好了"
1,"便宜实惠,好吃不贵"
1,还可以，就是汁少了些
0,没有糖包，热巧克力要了只有一半
0,没有准时送准确地点！！！送餐人员服务态度很差！
0,商家包装质量太差，汤都没法喝。配送人员服务态度好
1,好吃又不贵，就是送的慢
0,3个小时送到！
1,外卖没有配汤，还是店里好。
0,从来没有吃过
0,"太慢了,量太少"
0,十点多预定，还是没有准时送到
1,不是自己吃的。。不过应该很好吃吧。。不然朋友也不会经常订这个啦~~
1,很不错，菜品物美价廉～～～
1,挺好的！下次还定！辛苦送餐小哥
0,汤依旧是难以下咽
1,"骑士态度很好啊,小笼包也很不错"
0,太慢太慢，等了一个小时啊
0,他们是自己的送餐员，速度且慢了，两个小时！
0,那个水果饮料，看着都恶心，上边漂着一层泡沫，一口没喝。送餐的只送到大门，自己取得。为啥你家送餐的都这么吊。
0,"难吃到吐,送餐慢，服务态度差,一张硬面皮里面裹点肉卖20～"
0,"竟然晚了20分钟,三明治是加热过的，送来变得变得又凉又硬，因为装三明治的袋子口是开的,骑士真是让人"
1,还不错的啊
1,菜挺好的，就是太慢，一个多小时才到
0,送餐超级慢，送餐员态度也不好，打客服催单也没人理，取消订单也取消不了，总之是超级差劲
0,"送餐太差,找不到地方电话骚扰,一个多小时才送到,口袋里面菜汤还撒的哪都是"
0,只能说是被气饱的吧，昨天说会尽快，今天给送了2个多小时，呵
1,就是一点凉了
1,味道很好，鸡肉很多，包装用心
0,"送单太慢了~~,食材还可以"
0,商家服务差超差，要的细米线送来的是粗的，要求退换，给打电话竟然说忙顾不上，还挂电话。在送来的也是坨的，而且还超级咸，是故意的吗？以后不会在点了。
0,大排真是太少少少了……差点以为是猫粮
0,"不好吃,太腻了,饼还很厚,皮蛋粥就是白粥,等了一个多小时"
1,肘子还是比土豆好吃，坚持吃肉
0,根本吃不饱，还贵
0,等了一小时，感觉量略少，一个女生勉强能吃饱，偏偏我是饭量大的女生
1,服务到位非常好，很满意
0,备注说明要发票没有给。
0,送货时间太长！！！
0,慢的要死，一点也不好吃！死贵！
1,送得特别特别快！嗖一下出现在我面前，哈哈
1,"很慢,但很好吃"
0,米线的送餐盒都裂了...汤全没了....这怎么吃...南瓜粥撒的到处都是...
1,包装很高大上～味道一般
1,"从订餐到送餐,20分钟,送餐小哥风一样的进来,在我桌子上放下餐,又风一样的离开……"
1,豆腐脑很好喝，煎饼果子也不错，网上订餐超级便宜
0,没给任何餐具，可乐还是热的。。。。
0,"什么米饭,太夹生了吧,再也不点了"
1,服务态度不错，骑手辛苦啦~
0,扁豆焖面太油了，西葫芦锅贴更别提了，西葫芦干的好像晒了一礼拜，面皮又干，总之这次外卖实在是真的太失败了，吃了两口全扔了，实在是难以下咽
0,面不够劲道，煮时间偏长？
1,还不错。值得推荐
0,从来没有订过这么慢的的餐，直线距离不到800米，非下雨天，能给我送近2个小时
1,牛杂很好吃
0,"几颗咸菜,呵呵了。"
0,橙子有一个直接是干的没任何水份了！香蕉里面黑了一根！
0,用打包袋送来的，没吃直接扔掉了！气死我了
0,不要总是弄一些华而不实的东西，送来的餐都是凉的。扁豆都不熟，不知道扁豆不熟会有毒吗！！套餐里写的是姜枣茶，送来的却是豆浆！
0,恶意点确认，菜未送到，提前点击确认。
1,速度快，质量高，很好
1,送货时间挺准的就是对路不太熟悉～还可以吧～
0,菜挺好吃的，但是速度真心是！！！饿死了好几个人了才吃上饭！
0,每次都没有番茄酱和餐巾纸烦死了
1,天这么冷还能准时送到，非常感谢，一百个赞
0,太可恶了，不送还接单，催了几百遍都不理客户，从没碰到过这么恩劣的商家
0,太太慢了，
0,送餐速度真是醉了
0,点的鱿鱼拌饭套餐，到了之后我真心觉得这是在捉弄我么？！饭是冷的，菜特别少，打开盒子红红的，一点食欲都没有，请问店家是问了节省时间拌了一大锅然后分盒子装好，客户点了鱿鱼拌饭就放进去几根鱿鱼条，点牛肉就放进去几片牛肉么，太糊弄了，之所以点你家的拌饭，是想享受自己拌饭的过程，你都给我拌好了送过来，我只能觉得这是剩饭，甚至想到这可能是店里有人挑毛病不吃的饭，你拌了拌装到盒子给我送过来了，你为了节省时间也好，节省成本也好，我都可以理解，但是不能认真对待客户服务客户的精神我不能理解。以后再也不会点你家的外卖，也不会让身边的人点。差评，差评，差评。
0,不错，就是送的太慢了
0,很差，饭一股臭味，送餐慢，感觉是剩的
0,没有纸巾就算了，连番茄酱也没有，如果速度快换来的是仓促，那我宁可多等几分钟
1,量不大，不过挺好的，这么便宜哪找去。
0,送的太慢了，饭菜都凉了
1,好吃，喜欢
0,"到现在还没送来,还没人接电话"
0,晚了三个小时！！！不管什么原因！！
0,饭是馊的还卖，什么鬼
0,除了咖啡，菜单上的餐点都告诉说没有，要加钱换别的。星冰乐连吸管都没给。。。
0,还行、速度慢
1,纯素的太难吃，太淡了，其它不错
0,每次点麻辣香锅都会迟到。这次还好有打五折的补偿。
0,晚了半小时，七元套餐饮料就给的罐装的可乐，真是可以
0,送餐员什么的都像以往一样不错，但是咱们菜量不能少吧.....菜带的酱汁不能少吧...为什么宫保鸡丁饭全是白饭啊...为什么牛肉蔬菜饭里的牛肉那么少啊.....
0,鲅鱼陷有点臭，送菜速度如蜗牛…
0,太慢了。。。两个小时
1,"挺好的,挺好喝的,不错"
0,送餐员很给力，这菜真是一般般啊。
0,挺好的…但是没有在店里好吃…
0,"点两份鸡柳,就给送,一份。。。"
1,肉好多，实在，送餐没法进北医校门
1,鱼香肉丝的好吃，土豆丝的有点油
0,"饭多,菜少"
1,速度还可以，味道好
0,点了西红柿鸡蛋加卤蛋香肠，结果只送来了西红柿鸡蛋饭
0,送的太慢了，11:30左右下的单子，一点才到。都上班了
0,薯条没给番茄酱
0,连续吃了两回了，味道不错，菜量小。不太够吃，最重要的问题是今天的干锅茶树菇里面的肉有几片没炒熟……下回请厨师大人一定要炒熟啊！
1,很好吃，定了好几次了
0,太慢了！差三分钟就半价了，刚送到
0,菜量还不错，就是土豆丝炒鸡蛋基本没味儿。锅贴做的也和一般店里锅贴不一样…油大…
0,肉实在太少了
1,送餐快，菜品还是热的.服务也好
0,"在店里吃豌杂面很好吃,但是这次点了小面难吃极了,是忘记加盐了么,全是水,回锅肉全是配菜就算了,仅有的几片肉还多数是全肥的。。。"
0,点了一份米线，单加了鹌鹑蛋、鸡纵菌、里脊肉、鸡肉片和云腿。除了两个鹌鹑蛋和一片云腿，其他单加的东西连影子都看不到，这么昧着良心挣钱真的好吗？真的不怕别人敲得后脊梁咚咚响吗？
0,两个半小时才送到我也是醉了，等那么就好吃的话也值了，关键味道不咋地，全是肥肉，看着就反胃，不会再来了
0,配送时间真无法保证
0,超级差，南瓜粥已变质，馊了
0,餐送的很快，就是太难吃了，别定他家的
0,"慢慢慢！！！！差差差！！！！送来都凉了,第一次点这家，也是最后一次点了！"
1,这次晚了一个小时……我也是醉了
1,"好吃,就是每次粥送来都有点凉"
0,1.号称已送达，订单完成。但我没收到？？？？？2.客服电话还没人接听。好吧，隔了十来分钟送到了，不过鉴于不正确的订单状态，维持差评。
1,送餐很快，而且百度的减8元很给力
0,有股怪味，吃着没食欲
1,很好吃，谢谢
0,送餐超级超级超级超级慢，10点30下的单快1点了才收到。。
0,"我说了饮料不加冰，最后送餐员来了以后，我特意问没加冰吧,他说没有,结果我一打开,一堆冰"
1,这次很好吃
1,速度品质都很好
1,今天来的也太晚了。
0,妈的没货、而且给的超级少、有图片都能骂死他
0,差评，不知道谁送餐，不知道送了没有，打了七八个电话都找不到。
0,我就想问问，我定的东西给送到了火星吗？？？？？我现在还饿着肚子，这是什么节奏！！！！根本，完全，彻底的没有送来，还收了我的银子，你们什么情况！！！！！
0,"付了款但根本没有收到外卖,还显示已送达是什么意思骗钱吗？,投诉请立刻解决"
0,备注两遍不吃辣，还放辣椒，无语了！
0,很难吃，还吃到紫色的塑料东西，恶心
0,实物与照片差距太大！！
0,送错餐了，定了两个宫保鸡丁，结果送来的是一个宫保鸡丁，一个西红柿炒鸡蛋。索性西红柿鸡蛋也能吃，就直接吃了，不可能等着再送一份。
0,实在是太慢了！
1,味道很好，值得推荐
0,饼还好，就是送餐速度太慢了～
1,特别好，送外卖的大哥服务也特别好！好吃！
0,"点的汤。,没有汤勺,。。。。。"
0,"牛肉就那么4-5条,太少了吧,味道不错"
0,实在不合口味，没吃几口就扔了
0,送的速度挺快的，态度也不错。菜的质量还可以吧，蔬菜不是特别多，但是用了券价钱很合适。
1,好极了好极了好极了……
0,不大好吃……
0,备注写明要热饮，还送来加冰的！
0,饭没什么可说的，外送从取餐到送到用了40分钟，实际距离1公里左右，面条类的东西这样还能吃？
1,下次记得给我带肘子里的醋
1,家里人都吃的跟满意，十分
1,好吃好吃。
0,"味道好一般哦,配料不丰富"
1,非常好，快递小哥很辛苦，赞一个！
0,每次叮嘱别放姜，回回都不当个事
1,第二次点了，量大，很不错
0,菜品做的不好
0,花生不是很香。包菜炒糊了。味道还好
1,快递小哥很快就送到了！赞！水煮牛肉肉质鲜嫩，辣的恰到好处，也很入味。不错，挺好吃的！
0,太慢！骨肉相连估计总共也就一串，全是洋葱
0,不好吃，巨烂吃
1,"鱼香肉丝卷饼不如纯肉的好吃,有点咸"
0,服了，我要的微微辣，打开一看黑乎乎的一盆，我以为是拿黑酱炒的呢。另外，西兰花炒的已经面目全非，软塌塌的根本没有蔬菜的味道了，午餐肉也煎的焦黑，这是什么水准！！
0,完全不值得信任，出尔反而
0,终于赶在半价以前把晚餐送来了，实在是“感谢”！饭盒一看就是装盖饭的尺寸，如果是这样就不必多花那几块钱。菜的颜色早已不新鲜，看来是吃了中午的剩菜。除了快递员还知道有些不好意思外，实在没有什么可值得称赞的，放了勾芡这些已然没必要再提了。
0,"不是不体谅送餐人员,但是不能到就别预计早的时间,晚半个小时下面行程都耽误了"
1,送餐快又准时，非常好吃，两个人竟然没吃完。晚上再煮点面放进去，晚饭都解决了。鸡块很多，味道很好。口味重！值得推荐！
0,压根没送达，送餐员东南西北都不分，要退款
0,您这一共一双筷子也太凑合了吧
0,男同志有的吃不饱，女同志有的吃不了倒掉，建议调节一下，给备注多加米饭的多一些米饭。
0,除了鸡腿吃完了豆皮和面全吃两口扔了。
0,就是不能饭点订
0,土豆肉丝没有一丁点肉，怀疑送错了，皮蛋瘦肉粥很一般
0,和同事一快订的，送到时间晚半小时。催了两次。希望安排好送餐时间。
0,"我要的孜然羊肉,结果送来的是葱爆羊肉"
1,"粥跟卷饼都很好,配送也超快,我就想说一点不许就是,真尼玛辣"
0,东西少，送餐慢
1,师傅态度特好，真暖心，赞
1,比预计时间快了好多，又快又好，好评！！
0,很难吃的饼
1,就没送果汁，已跟送餐员说了
0,"服务态度很好,可是我打开饭盒,发现跟我看到的图片里面的东西完全不一样,这个菜我不喜欢吃啊"
0,"1.送货奇慢，已经慢近了45min,2.我点的套餐，结果比单点就多一个可乐，但是多了8块钱，就是罐可乐8块钱，坑！！！,3.味道都凉了，真的不好吃！！！,总之烂！！！！！"
0,11点多下单，下午3点都没送，被迫取消订单，我就奇怪了，怎么就完成订单了？我的钱怎么退？店大欺人吗？
1,味道不错，煎饼很好吃，比早点摊卖的好吃多了，豆腐脑也很好，量很很大，其实一个煎饼一碗豆腐脑就够吃了，可乐和炸藕盒可以当下午加餐
1,不错，吃一个就很饱
0,速度很快，但是鴨脖口味你確定給我拿對了？！
0,麻辣香锅味道一般
1,喜欢吃皇太吉的煎饼
0,"包装不好,汤都洒到袋子里,东西都没发吃了"
1,"快递小哥很好,赞一下"
0,送餐员取餐之后辗转多地，才把我定的餐送过来，薯条，鸡块还有鸡米条都已经不脆了，汉堡的纸袋子也已经被水蒸气透湿了。连续定了两份套餐，餐厅总共就给了两包番茄酱，番茄酱是你们门店命根子么，点了那么多小食，两份中暑套餐，两包番茄酱你让谁用谁不用？
0,送餐速度特快，一个多小时才到，菜的分量很大，夹两口就吃完了，菜的口味非常好，吃一口就不想再吃了。最可恶的地是点了份20的菜，告诉我没这个菜了，餐到了后，快递员竟然只退我18
0,要了粥，没勺子怎么喝？
